caseid,dAge,dAncstry1,dAncstry2,iAvail,iCitizen,iClass,dDepart,iDisabl1,iDisabl2,iEnglish,iFeb55,iFertil,dHispanic,dHour89,dHours,iImmigr,dIncome1,dIncome2,dIncome3,dIncome4,dIncome5,dIncome6,dIncome7,dIncome8,dIndustry,iKorean,iLang1,iLooking,iMarital,iMay75880,iMeans,iMilitary,iMobility,iMobillim,dOccup,iOthrserv,iPerscare,dPOB,dPoverty,dPwgt1,iRagechld,dRearning,iRelat1,iRelat2,iRemplpar,iRiders,iRlabor,iRownchld,dRpincome,iRPOB,iRrelchld,iRspouse,iRvetserv,iSchool,iSept80,iSex,iSubfam1,iSubfam2,iTmpabsnt,dTravtime,iVietnam,dWeek89,iWork89,iWorklwk,iWWII,iYearsch,iYearwrk,dYrsserv
11469,7,1,2,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,2,4,0,1,0,0,0,6,0,3,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,14,6,0
11470,6,1,2,0,0,1,0,2,2,0,0,0,0,5,0,0,1,1,0,1,0,0,1,0,3,0,2,2,2,0,0,3,1,2,1,0,1,0,2,1,0,2,0,0,0,0,6,0,3,10,0,4,0,1,0,0,0,0,0,0,0,1,1,2,0,11,2,0
11471,6,1,2,0,0,3,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,0,0,0,4,2,2,2,0,2,0,2,2,4,0,1,0,0,0,6,0,0,23,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,4,0
11472,1,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,2,2,4,0,2,0,121,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
11473,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
11474,3,1,2,0,0,1,2,2,2,0,0,1,0,2,2,0,2,0,0,1,0,0,0,0,8,0,2,0,4,0,1,4,2,2,2,0,2,0,2,2,4,3,0,0,0,1,1,0,3,10,0,6,0,3,0,1,0,0,0,4,0,2,1,1,0,15,1,0
11475,7,1,2,0,3,0,0,2,2,0,0,0,0,0,0,10,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,4,1,2,0,0,2,4,2,1,0,0,0,0,0,0,6,0,3,51,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,10,5,0
11476,6,2,3,0,0,7,4,2,2,0,1,0,0,2,2,0,4,0,0,0,0,0,0,0,9,0,2,0,0,0,1,2,1,2,1,0,2,0,2,2,0,5,0,0,0,1,1,0,5,21,0,1,4,1,0,0,0,0,0,4,1,2,1,1,0,16,1,1
11477,5,1,2,0,0,1,4,2,2,0,0,3,0,2,2,0,2,0,0,0,0,0,0,0,4,0,2,0,2,0,1,4,2,2,1,0,2,0,2,1,2,3,0,0,0,1,1,0,3,10,0,4,0,1,0,1,0,0,0,3,0,2,1,1,0,8,1,0
11478,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,3,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,5,0,0
11479,2,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,2,2,0,0,2,0,2,1,0,0,3,0,121,0,6,1,0,10,1,6,0,2,0,0,0,0,3,0,0,0,2,2,0,7,7,0
11480,4,3,1,0,3,1,4,2,2,1,0,0,0,5,5,6,2,0,0,0,0,0,0,0,7,0,1,0,0,0,1,4,2,2,1,0,2,4,2,1,0,3,0,0,0,1,1,0,3,51,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,9,1,0
11481,3,1,2,0,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,2,1,4,0,0,4,1,2,6,0,2,0,2,0,0,2,2,0,0,0,3,0,2,10,0,6,0,1,0,0,0,0,1,0,0,1,1,2,0,10,2,0
11482,6,1,2,0,0,1,0,1,1,0,0,0,0,3,0,0,3,0,0,0,1,0,1,0,4,0,2,2,0,0,0,4,1,1,5,0,2,0,2,2,0,4,0,0,0,0,6,0,4,23,0,1,0,1,0,0,0,0,3,0,0,2,1,2,0,8,2,0
11483,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,4,0,0,0,1,2,0,0,2,0,2,0,0,0,2,0,112,0,0,1,2,10,1,6,0,2,0,0,0,0,0,0,0,0,0,2,0,6,0,0
11484,6,0,1,0,0,0,0,1,1,0,0,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,2,0,0,4,1,2,0,0,2,0,1,1,2,0,0,0,0,0,6,0,2,10,0,4,0,1,0,1,0,0,3,0,0,0,2,2,0,5,7,0
11485,5,0,1,0,0,1,2,2,2,0,0,3,0,0,1,0,0,0,0,1,0,0,0,1,8,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,4,0,4,0,0,1,1,0,2,10,0,2,0,1,0,1,0,0,0,4,0,0,2,0,0,10,1,0
11486,4,1,1,0,0,1,3,2,2,0,0,0,0,5,5,0,3,0,0,1,0,0,0,0,5,0,2,0,0,0,1,4,2,2,5,0,2,0,2,2,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
11487,6,1,1,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,2,4,0,1,0,0,0,6,0,2,22,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,14,6,0
11488,4,1,3,0,0,3,3,2,2,0,0,0,0,2,2,0,3,0,0,1,0,0,0,0,10,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,0,4,0,0,0,2,1,0,4,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,14,1,0
11489,3,1,1,0,0,4,3,2,2,0,0,1,0,3,3,0,2,0,0,1,0,0,0,0,5,0,2,0,4,0,2,4,2,2,2,0,2,0,2,1,4,3,0,0,0,0,1,0,3,10,0,6,0,1,0,1,0,0,0,5,0,2,1,1,0,11,1,0
11490,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,4,0,2,0,114,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
11491,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,3,0,0,2,0,121,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11492,2,1,1,0,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,8,0,2,2,4,0,0,4,2,2,4,0,2,0,0,1,0,2,13,0,0,0,6,0,2,21,0,6,0,3,0,0,0,0,3,0,0,1,1,2,0,11,1,0
11493,3,3,1,0,0,1,5,2,2,0,0,3,0,2,2,0,1,0,0,0,0,1,0,1,7,0,2,0,4,0,1,4,2,2,3,0,2,0,2,0,4,2,10,0,0,1,1,0,2,10,0,6,0,1,0,1,0,0,0,2,0,2,1,1,0,5,1,0
11494,4,1,1,0,3,0,0,1,1,0,0,1,0,0,0,9,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,4,2,1,0,0,2,2,1,1,4,0,1,0,0,0,6,0,2,51,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,7,0
11495,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,4,0,2,0,121,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
11496,7,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,0,22,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,9,6,0
11497,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,2,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
11498,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,0,0,0,1,2,0,0,2,0,2,1,0,0,2,0,121,0,0,1,2,10,1,6,0,2,0,0,0,0,0,0,0,0,0,2,0,5,0,0
11499,5,3,1,0,0,1,4,2,2,1,0,5,0,1,1,0,1,0,0,0,0,0,0,0,8,0,1,0,0,0,1,4,1,2,3,0,2,0,2,1,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,10,1,0
11500,4,7,1,0,4,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,2,0,0,2,5,1,1,0,0,1,0,0,0,6,0,0,52,0,1,0,1,0,0,0,0,2,0,0,0,2,2,0,15,5,0
11501,2,4,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,4,0,0,4,1,2,2,0,1,0,1,2,0,0,2,0,0,0,2,0,0,10,0,6,0,1,0,0,0,0,2,0,0,0,2,2,0,1,4,0
11502,6,0,1,0,0,4,5,2,2,0,0,1,0,5,5,0,3,0,0,1,0,0,0,0,9,0,2,0,4,0,1,4,1,2,1,0,2,0,2,2,4,4,0,0,0,1,1,0,4,21,0,6,0,1,0,1,0,0,0,3,0,1,1,1,0,17,1,0
11503,4,11,1,0,0,1,5,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,3,0,2,0,2,1,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
11504,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,2,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,5,0,0
11505,3,1,2,0,0,1,4,2,2,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,2,2,2,0,2,0,2,0,1,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,11,1,0
11506,4,1,1,0,0,1,3,2,2,0,0,1,0,3,3,0,2,0,0,1,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,2,4,3,1,0,0,1,1,0,4,10,0,1,0,1,0,1,0,0,0,3,0,1,1,1,0,10,1,0
11507,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,121,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11508,6,2,1,0,0,1,0,2,2,0,0,4,0,3,0,0,1,0,0,0,1,0,1,0,7,0,2,2,0,0,0,4,2,2,2,0,2,0,2,1,4,2,1,0,0,0,6,0,2,21,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,10,2,0
11509,2,5,1,0,0,0,0,2,2,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,4,1,2,0,0,2,0,2,1,0,0,2,0,121,0,6,1,0,10,1,6,0,2,0,0,0,0,3,0,0,0,2,2,0,10,7,0
11510,7,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,0,4,0,1,0,0,0,6,0,2,22,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
11511,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,112,0,0,1,0,22,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
11512,3,11,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,4,1,2,0,0,2,0,2,1,4,0,7,8,0,0,6,0,0,10,0,4,0,2,0,1,0,0,3,0,0,0,2,2,0,9,5,0
11513,1,3,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,111,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
11514,6,11,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,2,0,0,0,4,2,2,6,0,2,0,2,0,0,0,0,0,0,0,6,0,2,10,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,10,4,0
11515,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,121,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
11516,7,11,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,2,2,0,0,4,1,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,2,10,0,4,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
11517,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,2,4,0,2,0,112,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
11518,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,121,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11519,4,1,1,0,0,5,5,2,2,0,0,0,0,3,3,0,2,0,0,1,0,0,0,0,4,0,2,0,0,1,1,2,2,2,5,0,2,0,2,1,0,3,1,0,0,2,1,0,3,21,0,1,3,1,1,0,0,0,0,3,0,2,1,1,0,10,1,2
11520,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,223,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11521,3,11,1,0,0,1,5,2,2,0,0,3,0,3,3,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,2,2,3,0,2,0,2,2,2,2,1,0,0,1,1,0,2,22,0,1,0,2,0,1,0,0,0,2,0,2,1,1,0,8,1,0
11522,3,9,1,0,4,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,2,0,0,2,3,2,1,4,0,1,0,0,0,6,0,0,52,0,1,0,2,0,1,0,0,3,0,0,0,2,2,0,12,7,0
11523,6,1,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,2,0,0,0,2,2,2,6,0,2,0,2,1,0,0,0,0,0,0,6,0,2,10,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,5,4,1
11524,7,1,1,0,0,0,0,2,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,2,4,0,1,0,0,0,6,0,2,22,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,7,6,0
11525,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,113,0,0,1,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11526,6,1,1,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,3,0,0,4,2,2,0,0,2,0,1,0,4,0,0,0,0,0,6,0,2,22,0,5,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
11527,3,1,2,4,0,1,0,2,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,1,7,0,2,1,0,0,0,4,1,2,2,0,2,0,2,1,1,2,2,0,0,0,3,0,2,10,0,2,0,1,0,1,2,1,3,0,0,1,1,2,0,11,1,0
11528,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11529,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11530,2,11,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,2,0,4,0,2,0,112,0,6,1,0,10,1,6,0,2,0,1,0,0,3,0,0,0,2,2,0,7,7,0
11531,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,2,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
11532,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
11533,1,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0
11534,6,1,1,0,0,1,1,2,2,0,0,0,0,3,4,0,2,0,0,0,1,0,0,0,3,1,2,0,0,0,1,2,1,2,5,0,2,0,2,1,0,3,0,0,0,1,1,0,3,22,0,2,8,1,0,0,0,0,0,6,0,1,1,1,0,5,1,1
11535,4,11,1,0,0,1,2,2,2,0,0,0,0,5,5,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,1,4,2,2,4,0,2,0,2,1,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,10,1,0
11536,3,1,1,0,0,1,3,2,2,0,0,0,0,3,4,0,2,0,0,1,0,0,0,0,4,0,2,0,4,0,1,4,2,2,5,0,2,0,2,1,0,3,0,0,0,1,1,0,3,10,0,6,0,1,0,0,0,0,0,4,0,2,1,1,0,12,1,0
11537,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,112,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
11538,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11539,6,1,2,0,0,2,3,2,2,0,1,0,0,3,3,0,1,0,0,0,0,0,0,0,3,1,2,0,0,0,1,2,1,2,6,0,2,0,2,1,0,2,0,0,0,2,1,0,2,22,0,1,8,1,0,0,0,0,0,3,0,2,1,1,0,11,1,2
11540,6,1,2,0,0,2,0,2,2,0,0,1,0,3,0,0,2,0,0,1,0,0,0,0,5,0,2,2,0,0,0,4,1,2,2,0,2,0,2,2,4,3,1,0,0,0,6,0,3,22,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,14,2,0
11541,4,1,2,2,0,4,0,1,2,0,0,1,0,5,0,0,3,1,0,1,0,0,1,0,9,0,2,1,4,0,0,4,2,2,1,0,2,0,2,1,4,4,9,0,0,0,3,0,5,10,0,6,0,1,0,1,0,0,3,0,0,1,1,2,0,17,2,0
11542,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,212,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,5,0,0
11543,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,1,0,0,2,0,141,0,0,1,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11544,6,11,1,0,0,1,3,1,2,0,0,6,0,3,3,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,4,2,1,0,0,1,1,0,2,23,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,5,1,0
11545,4,1,1,0,0,1,4,2,2,0,0,0,0,5,2,0,4,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,0,5,0,0,0,1,1,0,5,21,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,11,1,0
11546,4,1,3,0,0,1,1,2,2,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,3,0,2,0,0,0,1,2,2,2,1,0,2,0,2,1,0,4,0,0,0,1,1,0,4,21,0,1,4,1,0,0,0,0,0,6,1,2,1,1,0,1,1,1
11547,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,2,0,111,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11548,6,0,1,0,0,1,2,2,2,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,3,0,2,0,0,0,1,4,1,2,5,0,2,0,2,2,0,4,0,0,0,1,1,0,4,22,0,1,0,1,0,0,0,0,0,5,0,1,1,1,0,10,1,0
11549,4,0,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,2,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,7,0
11550,3,1,1,0,0,1,4,2,2,0,0,1,0,5,5,0,2,0,0,0,0,0,0,0,9,0,2,0,4,0,1,4,2,2,1,0,2,0,2,2,4,3,9,0,0,1,1,0,3,10,0,6,0,1,0,1,0,0,0,1,0,2,1,1,0,15,1,0
11551,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,121,0,0,1,0,22,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
11552,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,2,0,0,2,0,2,2,0,0,2,0,111,0,0,1,0,10,1,6,0,2,0,0,0,0,0,0,0,0,0,2,0,5,0,0
11553,4,1,2,0,0,3,4,2,2,0,0,3,0,3,3,0,2,0,0,0,0,0,0,0,10,0,2,0,2,0,1,4,2,2,2,0,2,0,2,1,2,3,0,0,0,1,1,0,3,21,0,4,0,1,0,1,0,0,0,1,0,2,1,1,0,13,1,0
11554,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,222,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11555,3,0,1,0,0,1,0,2,2,0,0,3,0,2,0,0,1,0,0,0,0,1,0,0,1,0,2,2,0,0,0,4,2,2,4,0,2,0,1,0,1,2,0,0,0,0,6,0,2,24,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,5,2,0
11556,2,1,3,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,2,1,4,0,2,0,0,0,6,0,2,22,0,6,0,2,0,1,0,0,3,0,0,0,2,2,0,9,7,0
11557,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,0,4,0,3,0,141,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0
11558,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,3,0,121,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
11559,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,121,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11560,7,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,2,1,1,0,0,1,0,2,1,0,0,0,0,0,0,6,0,3,22,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,8,6,1
11561,2,1,1,0,0,5,1,2,2,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,11,0,2,0,4,0,10,1,1,2,7,0,2,0,2,1,0,2,2,0,0,0,4,0,2,10,0,6,1,1,1,0,0,0,0,1,0,1,1,1,0,11,1,1
11562,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,221,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
11563,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,2,0,0,2,0,2,1,4,0,2,0,111,0,0,1,0,10,1,6,0,2,0,1,0,0,0,0,0,0,0,1,0,5,0,0
11564,6,2,2,0,0,1,4,2,2,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,2,0,2,0,2,2,4,2,1,0,0,1,1,0,2,22,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
11565,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,22,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
